省份,城市,日期,地区,白天天气,白天风力,白天气温,夜间天气,夜间风力,夜间气温
甘肃,陇南,周日(11月2日),xb,阴,东南风<3级,17,阴,东南风<3级,10
甘肃,临夏,周日(11月2日),xb,晴,北风<3级,13,多云,东南风<3级,0
甘肃,甘南,周日(11月2日),xb,多云,西风<3级,7,多云,东风<3级,-4
甘肃,白银,周日(11月2日),xb,多云,南风<3级,15,晴,北风<3级,2
甘肃,嘉峪关,周日(11月2日),xb,晴,北风<3级,15,晴,西南风<3级,0
新疆,乌鲁木齐,周日(11月2日),xb,晴,北风<3级,11,晴,南风<3级,2
新疆,克拉玛依,周日(11月2日),xb,多云,东北风<3级,13,晴,北风<3级,4
新疆,石河子,周日(11月2日),xb,晴,东北风<3级,13,晴,西南风<3级,1
新疆,昌吉,周日(11月2日),xb,晴,东北风<3级,14,晴,西北风<3级,1
新疆,吐鲁番,周日(11月2日),xb,晴,东南风<3级,20,晴,东北风<3级,7
新疆,巴音郭楞,周日(11月2日),xb,晴,西南风<3级,18,晴,南风<3级,3
新疆,阿拉尔,周日(11月2日),xb,晴,东南风<3级,18,晴,西南风<3级,1
新疆,阿克苏,周日(11月2日),xb,晴,南风<3级,18,晴,西北风<3级,2
新疆,喀什,周日(11月2日),xb,晴,东风<3级,18,晴,东北风<3级,3
新疆,伊犁,周日(11月2日),xb,晴,南风<3级,17,晴,东北风<3级,3
新疆,塔城,周日(11月2日),xb,晴,东南风<3级,11,多云,东北风<3级,0
新疆,哈密,周日(11月2日),xb,晴,东南风<3级,16,晴,东北风<3级,-1
新疆,和田,周日(11月2日),xb,晴,东北风<3级,19,晴,西南风<3级,2
新疆,阿勒泰,周日(11月2日),xb,多云,东风<3级,8,多云,东北风<3级,-1
新疆,克州,周日(11月2日),xb,晴,东南风<3级,17,晴,西北风<3级,4
新疆,博尔塔拉,周日(11月2日),xb,晴,东风<3级,11,晴,西北风<3级,1
新疆,图木舒克,周日(11月2日),xb,晴,东北风<3级,19,晴,南风<3级,4
新疆,五家渠,周日(11月2日),xb,晴,北风<3级,11,晴,南风<3级,2
新疆,铁门关,周日(11月2日),xb,晴,西南风<3级,18,晴,南风<3级,3
新疆,北屯,周日(11月2日),xb,多云,东风<3级,8,多云,东北风<3级,-1
新疆,双河,周日(11月2日),xb,多云,东风<3级,8,多云,东北风<3级,-1
新疆,可克达拉,周日(11月2日),xb,晴,西风<3级,16,晴,北风<3级,3
青海,西宁,周日(11月2日),xb,晴,南风<3级,12,晴,东北风<3级,-1
青海,海东,周日(11月2日),xb,晴,东风<3级,13,晴,东风<3级,0
青海,黄南,周日(11月2日),xb,晴,东风<3级,10,晴,南风<3级,1
青海,海南,周日(11月2日),xb,晴,南风<3级,10,晴,西北风<3级,-4
青海,果洛,周日(11月2日),xb,晴,南风<3级,7,小雪,北风<3级,-6
青海,玉树,周日(11月2日),xb,晴,东南风<3级,8,小雪,西北风<3级,-6
青海,海西,周日(11月2日),xb,多云,西风<3级,8,晴,东北风<3级,-6
青海,海北,周日(11月2日),xb,晴,北风<3级,8,晴,东风<3级,-8
宁夏,银川,周日(11月2日),xb,多云,南风<3级,13,多云,南风<3级,0
宁夏,石嘴山,周日(11月2日),xb,多云,东南风<3级,14,多云,西北风<3级,-1
宁夏,吴忠,周日(11月2日),xb,多云,东北风<3级,14,多云,南风<3级,0
宁夏,固原,周日(11月2日),xb,小雨,东南风<3级,13,多云,南风<3级,3
宁夏,中卫,周日(11月2日),xb,多云,东风<3级,18,多云,南风<3级,-1
四川,成都,周日(11月2日),xn,阴,南风<3级,17,小雨,东南风<3级,12
四川,攀枝花,周日(11月2日),xn,小雨,北风<3级,19,中雨,西北风<3级,12
四川,自贡,周日(11月2日),xn,小雨,南风<3级,15,中雨,东南风<3级,14
四川,绵阳,周日(11月2日),xn,阴,西南风<3级,18,阴,西北风<3级,12
四川,南充,周日(11月2日),xn,阴,西南风<3级,19,小雨,南风<3级,12
四川,达州,周日(11月2日),xn,阴,西风<3级,20,小雨,西风<3级,12
四川,遂宁,周日(11月2日),xn,阴,东南风<3级,18,小雨,西南风<3级,12
四川,广安,周日(11月2日),xn,阴,西风<3级,19,小雨,西南风<3级,13
四川,巴中,周日(11月2日),xn,阴,南风<3级,20,阴,东南风<3级,11
四川,泸州,周日(11月2日),xn,小雨,东风<3级,15,小雨,东北风<3级,14
四川,宜宾,周日(11月2日),xn,小雨,南风<3级,16,中雨,东南风<3级,14
四川,内江,周日(11月2日),xn,小雨,南风<3级,16,小雨,西南风<3级,13
四川,资阳,周日(11月2日),xn,阴,南风<3级,16,小雨,西南风<3级,13
四川,乐山,周日(11月2日),xn,小雨,东风<3级,16,小雨,南风<3级,13
四川,眉山,周日(11月2日),xn,小雨,南风<3级,16,小雨,东南风<3级,13
四川,凉山,周日(11月2日),xn,中雨,北风<3级,11,小雨,北风<3级,9
四川,雅安,周日(11月2日),xn,小雨,北风<3级,16,小雨,南风<3级,12
四川,甘孜,周日(11月2日),xn,阴,西风3-4级,9,小雨,西风4-5级,0
四川,阿坝,周日(11月2日),xn,阴,西北风<3级,11,阴,东北风<3级,-1
四川,德阳,周日(11月2日),xn,阴,东南风<3级,18,小雨,东风<3级,11
四川,广元,周日(11月2日),xn,阴,南风<3级,20,阴,东风<3级,12
重庆,重庆,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,永川,周日(11月2日),xn,小雨,南风<3级,17,小雨,东北风<3级,13
重庆,合川,周日(11月2日),xn,阴,西南风<3级,18,小雨,西南风<3级,13
重庆,南川,周日(11月2日),xn,小雨,北风<3级,16,小雨,东风<3级,12
重庆,江津,周日(11月2日),xn,小雨,南风<3级,18,小雨,东北风<3级,14
重庆,渝北,周日(11月2日),xn,阴,西南风<3级,17,小雨,西南风<3级,13
重庆,北碚,周日(11月2日),xn,阴,西北风<3级,19,小雨,西南风<3级,14
重庆,巴南,周日(11月2日),xn,阴,西风<3级,15,小雨,东风<3级,12
重庆,长寿,周日(11月2日),xn,阴,西风<3级,18,小雨,西南风<3级,14
重庆,黔江,周日(11月2日),xn,多云,南风<3级,18,小雨,东南风<3级,11
重庆,渝中,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,万州,周日(11月2日),xn,阴,东南风<3级,19,阴,东北风<3级,14
重庆,涪陵,周日(11月2日),xn,阴,西风<3级,18,小雨,东北风<3级,14
重庆,城口,周日(11月2日),xn,阴,西南风<3级,18,阴,东南风<3级,10
重庆,云阳,周日(11月2日),xn,阴,西风<3级,21,阴,西风<3级,15
重庆,巫溪,周日(11月2日),xn,阴,西南风<3级,21,阴,北风<3级,13
重庆,奉节,周日(11月2日),xn,阴,北风<3级,21,阴,西风<3级,15
重庆,巫山,周日(11月2日),xn,阴,东风<3级,20,阴,东风<3级,12
重庆,潼南,周日(11月2日),xn,阴,西风<3级,18,小雨,西南风<3级,13
重庆,垫江,周日(11月2日),xn,阴,西南风<3级,19,小雨,东南风<3级,13
重庆,梁平,周日(11月2日),xn,多云,北风<3级,19,阴,东风<3级,12
重庆,忠县,周日(11月2日),xn,阴,西北风<3级,19,小雨,西北风<3级,15
重庆,石柱,周日(11月2日),xn,阴,西北风<3级,18,小雨,东南风<3级,12
重庆,大足,周日(11月2日),xn,阴,西南风<3级,17,小雨,东南风<3级,12
重庆,荣昌,周日(11月2日),xn,阴,南风<3级,16,小雨,东南风<3级,13
重庆,铜梁,周日(11月2日),xn,阴,北风<3级,18,小雨,南风<3级,14
重庆,璧山,周日(11月2日),xn,阴,南风<3级,18,小雨,北风<3级,14
重庆,丰都,周日(11月2日),xn,阴,西北风<3级,18,小雨,南风<3级,14
重庆,武隆,周日(11月2日),xn,多云,东南风<3级,18,小雨,东南风<3级,12
重庆,彭水,周日(11月2日),xn,多云,南风<3级,19,小雨,西北风<3级,14
重庆,綦江,周日(11月2日),xn,小雨,东南风<3级,16,小雨,东风<3级,12
重庆,酉阳,周日(11月2日),xn,小雨,南风<3级,16,小雨,东北风<3级,10
重庆,大渡口,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,秀山,周日(11月2日),xn,小雨,南风<3级,16,小雨,南风<3级,11
重庆,江北,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,沙坪坝,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,九龙坡,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,南岸,周日(11月2日),xn,阴,南风<3级,19,小雨,东风<3级,15
重庆,开州,周日(11月2日),xn,阴,西南风<3级,20,小雨,北风<3级,13
贵州,贵阳,周日(11月2日),xn,小雨,东北风<3级,10,中雨,北风<3级,8
贵州,遵义,周日(11月2日),xn,小雨,东北风<3级,13,中雨,东北风<3级,9
贵州,安顺,周日(11月2日),xn,小雨,东北风<3级,10,中雨,东北风<3级,7
贵州,黔南,周日(11月2日),xn,小雨,北风<3级,12,小雨,北风<3级,8
贵州,黔东南,周日(11月2日),xn,小雨,东北风<3级,14,大雨,东北风<3级,10
贵州,铜仁,周日(11月2日),xn,小雨,北风<3级,16,中雨,北风<3级,12
贵州,毕节,周日(11月2日),xn,小雨,东北风<3级,10,中雨,东北风<3级,6
贵州,六盘水,周日(11月2日),xn,中雨,东北风<3级,9,小雨,东北风<3级,6
贵州,黔西南,周日(11月2日),xn,小雨,东北风<3级,12,中雨,北风<3级,10
云南,昆明,周日(11月2日),xn,中雨,东风<3级,14,大雨,东风<3级,9
云南,大理,周日(11月2日),xn,小雨,南风<3级,19,大雨,南风<3级,14
云南,红河,周日(11月2日),xn,小雨,东南风3-4级,20,小雨,东南风<3级,18
云南,曲靖,周日(11月2日),xn,中雨,东风<3级,11,大雨,东风<3级,7
云南,保山,周日(11月2日),xn,小雨,南风<3级,21,中雨,南风<3级,15
云南,文山,周日(11月2日),xn,小雨,东风<3级,17,小雨,东北风<3级,14
云南,玉溪,周日(11月2日),xn,中雨,东南风<3级,17,中雨,东风<3级,10
云南,楚雄,周日(11月2日),xn,小雨,东南风<3级,18,中雨,东风<3级,13
云南,普洱,周日(11月2日),xn,中雨,东南风<3级,21,小雨,东南风<3级,18
云南,昭通,周日(11月2日),xn,小雨,东北风<3级,8,中雨,东北风<3级,5
云南,临沧,周日(11月2日),xn,中雨,东南风<3级,21,中雨,东南风<3级,16
云南,怒江,周日(11月2日),xn,小雨,西南风<3级,23,中雨,西南风<3级,18
云南,迪庆,周日(11月2日),xn,中雨,南风<3级,9,中雨,南风<3级,4
云南,丽江,周日(11月2日),xn,小雨,西风<3级,14,大雨,东南风<3级,10
云南,德宏,周日(11月2日),xn,小雨,南风<3级,25,大雨,西南风<3级,19
云南,西双版纳,周日(11月2日),xn,小雨,东风<3级,27,小雨,东风<3级,22
西藏,拉萨,周日(11月2日),xn,多云,西南风<3级,12,多云,东北风<3级,0
西藏,日喀则,周日(11月2日),xn,多云,南风<3级,13,多云,南风<3级,-4
西藏,山南,周日(11月2日),xn,多云,南风<3级,19,多云,西南风<3级,1
西藏,林芝,周日(11月2日),xn,小雨,东南风<3级,16,小雨,东北风<3级,6
西藏,昌都,周日(11月2日),xn,多云,东南风<3级,11,多云,西北风<3级,2
西藏,那曲,周日(11月2日),xn,多云,东南风<3级,0,晴,东南风<3级,-9
西藏,阿里,周日(11月2日),xn,晴,西风<3级,8,晴,北风<3级,-9
香港,香港,周日(11月2日),gat,阴,东风<3级,27,阴,东北风<3级,23
